0.000000,47.108300
250.453618,46.704700
500.907235,41.938100
751.360853,35.220800
1001.814471,26.538900
1252.268089,16.360700
1502.721706,13.696700
1753.175324,13.315900
2003.628942,7.077200
2254.082559,-3.184800
2504.536177,-8.359100
2754.989795,-13.659600
3005.443413,-14.628300
3255.897030,-18.250100
3506.350648,-23.455100
3756.804266,-34.718100
4007.257883,-40.754300
4257.711501,-41.949700
4508.165119,-42.129100
4758.618737,-47.872500
5009.072354,-59.207900
5259.525972,-66.496500
5509.979590,-67.570700
5760.433207,-32.592300
6010.886825,54.211700
6261.340443,189.375700
6511.794061,361.714600
6762.247678,557.034000
7012.701296,751.164900
7263.154914,926.673100
7513.608531,1071.133500
7764.062149,1213.964600
8014.515767,1356.350000
8264.969385,1471.197000
8515.423002,1567.602900
8765.876620,1652.804300
9016.330238,1715.474400
9266.783855,1744.618700
9517.237473,1745.275000
9767.691091,1716.043800
10018.144709,1661.065400
10268.598326,1570.765300
10519.051944,1455.057800
10769.505562,1322.365800
11019.959179,1182.544700
11270.412797,1025.471600
11520.866415,853.194600
11771.320033,673.948900
12021.773650,448.181600
12272.227268,221.257200
12522.680886,34.926300
12773.134503,-116.130700
13023.588121,-195.218200
13274.041739,-228.407100
13524.495357,-230.896400
13774.948974,-240.737400
14025.402592,-251.054600
14275.856210,-252.334200
14526.309827,-251.623400
14776.763445,-257.598500
15027.217063,-263.563500
15277.670681,-267.415100
15528.124298,-272.932400
15778.577916,-282.526800
16029.031534,-291.527300
16279.485151,-293.354400
16529.938769,-291.712800
16780.392387,-294.741800
17030.846005,-296.596200
17281.299622,-299.925300
17531.753240,-303.929500
17782.206858,-290.712100
18032.660475,-237.425800
18283.114093,-129.827300
18533.567711,35.180100
18784.021328,239.732800
19034.474946,437.051100
19284.928564,603.163900
19535.382182,750.915800
19785.835799,891.631600
20036.289417,1018.788100
20286.743035,1124.350700
20537.196652,1228.494700
20787.650270,1318.667600
21038.103888,1365.859700
21288.557506,1380.547300
21539.011123,1368.351300
21789.464741,1331.396600
22039.918359,1250.718400
22290.371976,1137.244100
22540.825594,1012.320900
22791.279212,884.489500
23041.732830,739.379900
23292.186447,579.500000
23542.640065,400.521100
23793.093683,203.256400
24043.547300,-11.768000
24294.000918,-201.055800
24544.454536,-342.986800
24794.908154,-434.325500
25045.361771,-455.581400
25295.815389,-455.511400
25546.269007,-459.430400
25796.722624,-463.914900
26047.176242,-464.254900
26297.629860,-462.580100
26548.083478,-468.766400
26798.537095,-475.975300
27048.990713,-485.106000
27299.444331,-494.074500
27549.897948,-498.889900
27800.351566,-498.185100
28050.805184,-500.080900
28301.258802,-502.628000
28551.712419,-507.757700
28802.166037,-514.859400
29052.619655,-521.655500
29303.073272,-519.849700
29553.526890,-520.496700
29803.980508,-515.466700
30054.434126,-478.540300
30304.887743,-382.917900
30555.341361,-223.850400
30805.794979,7.200300
31056.248596,223.708100
31306.702214,383.964900
31557.155832,535.634500
31807.609450,679.509900
32058.063067,806.252300
32308.516685,916.162100
32558.970303,1000.394200
32809.423920,1053.209500
